note_id,property_name,date,issue_type,severity,note_text,recommended_action,ingested_at,processed_at
N01288,Lakeview Terrace,2025-06-11,Route Planning,Low,High-density properties created route bottlenecks,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01295,Birchwood Commons,2025-05-24,Gate Access,Low,Community gate remained locked during scheduled pickup window,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01375,Cedar Park,2025-02-24,Route Planning,Low,Dynamic route adjustments improved service outcomes,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01384,Maple Court,2025-05-16,Vehicle,Critical,Transmission issue impacted route completion,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01387,Cedar Park,2025-02-24,Property Management,Medium,Management requested additional pickup support,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01399,Maple Court,2025-01-22,Route Planning,High,Route handoff between teams caused delays,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01424,Cedar Park,2025-06-04,Staffing,Critical,Peak demand exceeded available workforce capacity,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01441,Maple Court,2025-05-29,Vehicle,Low,Fleet availability issues caused route reassignment,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01486,Sunset Ridge,2025-03-09,Property Management,Critical,Property management requested schedule adjustment,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01497,Birchwood Commons,2025-02-03,Property Management,Medium,Access restrictions increased service complexity,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01500,Harbor Pointe,2025-05-02,Weather,Critical,Severe weather reduced operational efficiency,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01557,Harbor Pointe,2025-06-14,Vehicle,Low,Vehicle inspection identified safety concerns before dispatch,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01576,Lakeview Terrace,2025-04-19,Resident Behavior,Low,Repeated policy violations impacted service quality,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01606,Green Oaks,2025-06-13,Route Planning,Critical,Construction activity blocked primary collection route,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01624,Cedar Park,2025-03-16,Staffing,Medium,Temporary workers required additional supervision,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01633,Birchwood Commons,2025-05-22,Property Management,Critical,Community event impacted collection schedule,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01634,Sunset Ridge,2025-01-16,Resident Behavior,Medium,Improperly secured waste created operational issues,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01657,Willow Creek,2025-05-12,Staffing,Critical,Shift scheduling conflict resulted in delayed collections,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01691,Harbor Pointe,2025-03-25,Staffing,Low,Temporary workers required additional supervision,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01697,Willow Creek,2025-04-17,Gate Access,Low,Entry denied due to missing vendor registration,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01700,Birchwood Commons,2025-06-20,Property Management,Low,Management requested route modifications,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01704,Lakeview Terrace,2025-02-14,Weather,Low,Storm conditions resulted in temporary service suspension,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01725,Willow Creek,2025-05-24,Staffing,High,"Collector called in sick, route covered late",Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01756,Birchwood Commons,2025-04-28,Resident Behavior,Critical,Resident complaints increased after route schedule change,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01757,Harbor Pointe,2025-04-15,Staffing,Critical,Insufficient staffing levels increased route completion time,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01772,Harbor Pointe,2025-04-30,Staffing,Low,Staff shortage on route caused missed pickups,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01776,Harbor Pointe,2025-01-17,Staffing,Medium,Staff shortage on route caused missed pickups,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01779,Maple Court,2025-02-21,Vehicle,Low,Transmission issue impacted route completion,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01800,Green Oaks,2025-05-07,Staffing,Medium,Temporary workers required additional supervision,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01866,Willow Creek,2025-03-17,Vehicle,Critical,Fuel system malfunction impacted collection operations,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01909,Willow Creek,2025-01-21,Vehicle,High,Hydraulic lift malfunction slowed operations,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01927,Sunset Ridge,2025-03-14,Gate Access,Critical,Access credentials expired unexpectedly,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01928,Birchwood Commons,2025-01-31,Resident Behavior,Medium,Residents placed bins outside designated collection hours,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01931,Maple Court,2025-01-15,Weather,Low,Severe heat affected workforce productivity,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01932,Birchwood Commons,2025-01-29,Resident Behavior,High,Improper waste disposal created collection challenges,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01937,Birchwood Commons,2025-06-12,Resident Behavior,Medium,Bins not placed at doorstep for scheduled pickup,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01940,Green Oaks,2025-04-07,Staffing,Critical,Training requirements delayed assignment of replacement collector,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01942,Willow Creek,2025-03-22,Gate Access,Low,Driver could not access community - gate code expired,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01949,Harbor Pointe,2025-01-29,Vehicle,High,Emergency repair interrupted collection schedule,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01956,Green Oaks,2025-05-19,Route Planning,High,Scheduling overlap reduced operational efficiency,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01963,Sunset Ridge,2025-02-11,Property Management,Critical,Operational feedback meeting identified improvement areas,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01973,Harbor Pointe,2025-06-09,Staffing,Critical,Route coverage reduced due to labor constraints,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01978,Harbor Pointe,2025-05-31,Staffing,Critical,Holiday staffing shortages caused delays,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01994,Sunset Ridge,2025-05-13,Resident Behavior,Medium,Missed communication led to resident dissatisfaction,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01998,Sunset Ridge,2025-02-25,Resident Behavior,Medium,Repeated policy violations impacted service quality,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01022,Sunset Ridge,2025-01-27,Gate Access,Critical,Property manager unavailable to provide updated gate code,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01032,Cedar Park,2025-06-25,Property Management,Low,Property policy changes affected service delivery,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01042,Sunset Ridge,2025-03-19,Resident Behavior,Critical,Collection bins were inaccessible during service window,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01084,Willow Creek,2025-03-01,Gate Access,Medium,Restricted access due to special community event,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01112,Willow Creek,2025-06-05,Gate Access,High,Community access policy changes were not communicated,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01126,Birchwood Commons,2025-06-01,Property Management,Medium,Management requested additional pickup support,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01140,Sunset Ridge,2025-01-10,Resident Behavior,Low,Improperly secured waste created operational issues,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01158,Green Oaks,2025-03-25,Vehicle,Low,Hydraulic lift malfunction slowed operations,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01181,Lakeview Terrace,2025-05-30,Route Planning,Critical,Route optimization issue increased travel time,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01184,Cedar Park,2025-03-22,Property Management,Low,Property management requested schedule adjustment,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01189,Green Oaks,2025-05-29,Route Planning,Low,Route handoff between teams caused delays,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01198,Harbor Pointe,2025-04-23,Weather,Critical,Wet conditions reduced collection speed,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01215,Lakeview Terrace,2025-03-29,Resident Behavior,Low,Improper waste disposal created collection challenges,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01226,Birchwood Commons,2025-06-14,Gate Access,Low,Temporary gate malfunction prevented collector entry,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01242,Maple Court,2025-03-07,Weather,Critical,Flooded access roads prevented route completion,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01274,Harbor Pointe,2025-03-26,Staffing,Critical,Unexpected resignations affected operations,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01284,Lakeview Terrace,2025-03-10,Route Planning,Medium,Route capacity exceeded planned workload,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01308,Maple Court,2025-05-31,Weather,High,Snow removal activities blocked service access,Increase staffing coverage,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01318,Willow Creek,2025-02-14,Gate Access,Medium,Manual gate operation caused route delays,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01321,Birchwood Commons,2025-06-13,Gate Access,Medium,Community access policy changes were not communicated,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01349,Harbor Pointe,2025-04-18,Staffing,High,Multiple employee absences occurred simultaneously,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01371,Willow Creek,2025-01-18,Staffing,Critical,Staff shortage on route caused missed pickups,Perform operational audit,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01398,Maple Court,2025-03-29,Vehicle,High,Engine overheating forced temporary route suspension,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01411,Birchwood Commons,2025-05-10,Property Management,Low,Property staffing changes impacted coordination,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01426,Lakeview Terrace,2025-03-30,Weather,Critical,Regional weather event affected service levels,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01432,Green Oaks,2025-01-26,Staffing,Low,Shift scheduling conflict resulted in delayed collections,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01434,Harbor Pointe,2025-03-06,Vehicle,Critical,Vehicle servicing overlapped with scheduled collections,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01435,Green Oaks,2025-06-23,Vehicle,High,Fuel system malfunction impacted collection operations,Monitor performance for next 7 days,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01448,Maple Court,2025-04-15,Vehicle,Medium,Unexpected maintenance increased route completion time,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01449,Green Oaks,2025-03-13,Staffing,Low,Temporary workers required additional supervision,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01455,Lakeview Terrace,2025-02-16,Resident Behavior,Low,Excess waste volume exceeded expected capacity,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01460,Willow Creek,2025-02-06,Vehicle,Medium,Equipment failure reduced collection efficiency,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01479,Harbor Pointe,2025-02-09,Vehicle,Low,Emergency repair interrupted collection schedule,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01502,Lakeview Terrace,2025-02-22,Route Planning,Medium,Service area expansion affected route timing,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01512,Birchwood Commons,2025-02-09,Property Management,High,Community event impacted collection schedule,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01515,Sunset Ridge,2025-01-20,Gate Access,Medium,Incorrect gate code provided by property management,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01523,Willow Creek,2025-05-25,Staffing,Critical,"Collector called in sick, route covered late",Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01546,Birchwood Commons,2025-05-26,Property Management,High,Property management requested schedule adjustment,Schedule preventive maintenance,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01556,Willow Creek,2025-02-17,Gate Access,Medium,Leasing office did not answer for gate code reset,Escalate issue to regional manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01583,Green Oaks,2025-04-25,Route Planning,Critical,Construction activity blocked primary collection route,Coordinate with property manager,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01632,Cedar Park,2025-05-08,Route Planning,Critical,GPS routing error caused missed service locations,Review route optimization plan,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01635,Willow Creek,2025-01-15,Vehicle,Critical,Unexpected maintenance increased route completion time,Assign backup collection crew,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01647,Willow Creek,2025-06-26,Staffing,Low,Unexpected employee absence impacted daily operations,Update access credentials,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
N01680,Cedar Park,2025-06-20,Property Management,Critical,Community event impacted collection schedule,Conduct resident awareness campaign,2026-06-25T10:09:16.280Z,2026-06-25T10:09:40.811Z
